path,true_label,pred_label,confidence
dataset/original/train/defect/001.png,0,0,1.0
dataset/original/train/defect/002.png,0,0,0.9997974038124084
dataset/original/train/defect/003.png,0,0,1.0
dataset/original/train/defect/004.png,0,0,1.0
dataset/original/train/defect/005.png,0,0,1.0
dataset/original/train/defect/006.png,0,0,0.8475521802902222
dataset/original/train/defect/007.png,0,1,0.7468277812004089
dataset/original/train/defect/008.png,0,0,0.7558976411819458
dataset/original/train/defect/009.png,0,0,0.9999935626983643
dataset/original/train/defect/010.png,0,0,0.9992488026618958
dataset/original/train/defect/011.png,0,0,1.0
dataset/original/train/defect/012.png,0,0,0.9999814033508301
dataset/original/train/defect/013.png,0,0,0.9999721050262451
dataset/original/train/defect/014.png,0,0,0.9999988079071045
dataset/original/train/defect/015.png,0,0,0.9999991655349731
dataset/original/train/defect/016.png,0,0,0.9996824264526367
dataset/original/train/defect/017.png,0,0,0.9999691247940063
dataset/original/train/defect/018.png,0,0,0.9999971389770508
dataset/original/train/defect/019.png,0,0,0.5146565437316895
dataset/original/train/defect/020.png,0,0,1.0
dataset/original/train/defect/021.png,0,0,1.0
dataset/original/train/defect/022.png,0,0,0.9993997812271118
dataset/original/train/defect/023.png,0,0,0.997221827507019
dataset/original/train/defect/024.png,0,0,0.9999517202377319
dataset/original/train/defect/025.png,0,0,0.999677300453186
dataset/original/train/defect/026.png,0,0,0.9909906387329102
dataset/original/train/defect/027.png,0,0,0.9999874830245972
dataset/original/train/defect/028.png,0,0,0.9800187945365906
dataset/original/train/defect/029.png,0,0,0.9965236783027649
dataset/original/train/defect/030.png,0,0,1.0
dataset/original/train/defect/031.png,0,0,1.0
dataset/original/train/defect/032.png,0,0,0.9999111890792847
dataset/original/train/defect/033.png,0,0,1.0
dataset/original/train/defect/034.png,0,0,0.9999996423721313
dataset/original/train/defect/035.png,0,0,0.9999985694885254
dataset/original/train/defect/036.png,0,0,0.9999687671661377
dataset/original/train/defect/037.png,0,0,1.0
dataset/original/train/defect/038.png,0,0,1.0
dataset/original/train/defect/039.png,0,0,0.9973740577697754
dataset/original/train/defect/040.png,0,0,0.9999361038208008
dataset/original/train/defect/041.png,0,0,0.9907350540161133
dataset/original/train/defect/042.png,0,0,0.9999918937683105
dataset/original/train/defect/043.png,0,0,0.9999721050262451
dataset/original/train/defect/044.png,0,0,0.9999837875366211
dataset/original/train/defect/045.png,0,0,0.9991409778594971
dataset/original/train/defect/046.png,0,0,0.9995059967041016
dataset/original/train/defect/047.png,0,0,0.9999872446060181
dataset/original/train/defect/048.png,0,0,0.9993294477462769
dataset/original/train/defect/049.png,0,0,0.9999679327011108
dataset/original/train/defect/050.png,0,0,0.9999967813491821
dataset/original/train/defect/051.png,0,0,0.9999794960021973
dataset/original/train/defect/052.png,0,0,0.9999970197677612
dataset/original/train/defect/053.png,0,0,0.996828019618988
dataset/original/train/defect/054.png,0,0,0.9971777200698853
dataset/original/train/defect/10000.png,0,0,0.9999997615814209
dataset/original/train/defect/10001.png,0,0,0.9999997615814209
dataset/original/train/defect/10002.png,0,0,0.9999973773956299
dataset/original/train/defect/10003.png,0,0,0.9999977350234985
dataset/original/train/defect/10004.png,0,0,1.0
dataset/original/train/defect/10005.png,0,0,1.0
dataset/original/train/defect/10006.png,0,0,1.0
dataset/original/train/defect/10007.png,0,0,1.0
dataset/original/train/defect/10008.png,0,0,1.0
dataset/original/train/defect/10009.png,0,0,1.0
dataset/original/train/defect/10010.png,0,0,1.0
dataset/original/train/defect/10011.png,0,0,1.0
dataset/original/train/defect/10012.png,0,0,1.0
dataset/original/train/defect/10013.png,0,0,0.9999982118606567
dataset/original/train/defect/10014.png,0,0,1.0
dataset/original/train/defect/10015.png,0,0,0.9999992847442627
dataset/original/train/defect/10016.png,0,0,1.0
dataset/original/train/defect/10017.png,0,0,1.0
dataset/original/train/defect/10018.png,0,0,1.0
dataset/original/train/defect/10019.png,0,0,0.9999940395355225
dataset/original/train/defect/10020.png,0,0,1.0
dataset/original/train/defect/10021.png,0,0,1.0
dataset/original/train/defect/10022.png,0,0,0.9999920129776001
dataset/original/train/defect/10023.png,0,0,1.0
dataset/original/train/defect/10024.png,0,0,1.0
dataset/original/train/defect/10025.png,0,0,1.0
dataset/original/train/defect/10026.png,0,0,1.0
dataset/original/train/defect/10027.png,0,0,0.9999958276748657
dataset/original/train/defect/10028.png,0,0,1.0
dataset/original/train/defect/10029.png,0,0,1.0
dataset/original/train/defect/10030.png,0,0,0.999998927116394
dataset/original/train/defect/10031.png,0,0,0.9999969005584717
dataset/original/train/defect/10032.png,0,0,0.9999980926513672
dataset/original/train/defect/10033.png,0,0,1.0
dataset/original/train/defect/10034.png,0,0,1.0
dataset/original/train/defect/10035.png,0,0,1.0
dataset/original/train/defect/10036.png,0,0,1.0
dataset/original/train/defect/10037.png,0,0,0.9999579191207886
dataset/original/train/defect/10038.png,0,0,0.9999977350234985
dataset/original/train/defect/10039.png,0,0,0.9999997615814209
dataset/original/train/defect/10040.png,0,0,0.9995549321174622
dataset/original/train/defect/10041.png,0,0,1.0
dataset/original/train/defect/10042.png,0,0,0.9999998807907104
dataset/original/train/defect/10043.png,0,0,1.0
dataset/original/train/defect/10044.png,0,0,1.0
dataset/original/train/defect/10045.png,0,0,0.9999943971633911
dataset/original/train/defect/10046.png,0,0,1.0
dataset/original/train/defect/10047.png,0,0,1.0
dataset/original/train/defect/10048.png,0,0,1.0
dataset/original/train/defect/10049.png,0,0,1.0
dataset/original/train/defect/10050.png,0,0,0.9997192025184631
dataset/original/train/defect/10051.png,0,0,1.0
dataset/original/train/defect/10052.png,0,0,1.0
dataset/original/train/defect/10053.png,0,0,1.0
dataset/original/train/defect/10054.png,0,0,1.0
dataset/original/train/defect/10055.png,0,0,1.0
dataset/original/train/defect/10056.png,0,0,1.0
dataset/original/train/defect/10057.png,0,0,0.9999998807907104
dataset/original/train/defect/10058.png,0,0,1.0
dataset/original/train/defect/10059.png,0,0,0.9999998807907104
dataset/original/train/defect/10060.png,0,0,0.9999651908874512
dataset/original/train/defect/10061.png,0,0,0.9999582767486572
dataset/original/train/defect/10062.png,0,0,0.9999998807907104
dataset/original/train/defect/10063.png,0,0,1.0
dataset/original/train/defect/10064.png,0,0,0.9999905824661255
dataset/original/train/defect/10065.png,0,0,1.0
dataset/original/train/defect/10066.png,0,0,0.9999997615814209
dataset/original/train/defect/10067.png,0,0,1.0
dataset/original/train/defect/10068.png,0,0,0.9997926354408264
dataset/original/train/defect/10069.png,0,0,1.0
dataset/original/train/defect/10070.png,0,0,0.9999980926513672
dataset/original/train/defect/10071.png,0,0,0.9999997615814209
dataset/original/train/defect/10072.png,0,0,0.9999992847442627
dataset/original/train/defect/10073.png,0,0,0.9999995231628418
dataset/original/train/defect/10074.png,0,0,1.0
dataset/original/train/defect/10075.png,0,0,0.9999344348907471
dataset/original/train/defect/10076.png,0,0,0.9999998807907104
dataset/original/train/defect/10077.png,0,0,1.0
dataset/original/train/defect/10078.png,0,0,0.9999986886978149
dataset/original/train/defect/10079.png,0,0,0.9999356269836426
dataset/original/train/defect/10080.png,0,0,0.9993634819984436
dataset/original/train/defect/10081.png,0,0,1.0
dataset/original/train/defect/10082.png,0,0,0.9999985694885254
dataset/original/train/defect/10083.png,0,0,1.0
dataset/original/train/defect/10084.png,0,0,0.9999998807907104
dataset/original/train/defect/10085.png,0,0,0.9999752044677734
dataset/original/train/defect/10086.png,0,0,1.0
dataset/original/train/defect/10087.png,0,0,1.0
dataset/original/train/defect/10088.png,0,0,0.9999661445617676
dataset/original/train/defect/10089.png,0,0,0.9999909400939941
dataset/original/train/defect/10090.png,0,0,1.0
dataset/original/train/defect/10091.png,0,0,0.9999936819076538
dataset/original/train/defect/10092.png,0,0,0.999920129776001
dataset/original/train/defect/10093.png,0,0,1.0
dataset/original/train/defect/10094.png,0,0,1.0
dataset/original/train/defect/10095.png,0,0,1.0
dataset/original/train/defect/10096.png,0,0,1.0
dataset/original/train/defect/10097.png,0,0,0.9996263980865479
dataset/original/train/defect/10098.png,0,0,1.0
dataset/original/train/defect/10099.png,0,0,0.9999990463256836
dataset/original/train/defect/10100.png,0,0,0.9999940395355225
dataset/original/train/defect/10101.png,0,0,0.9999998807907104
dataset/original/train/defect/10102.png,0,0,0.9999988079071045
dataset/original/train/defect/10103.png,0,0,1.0
dataset/original/train/defect/10104.png,0,0,1.0
dataset/original/train/defect/10105.png,0,0,0.9999842643737793
dataset/original/train/defect/10106.png,0,0,1.0
dataset/original/train/defect/10107.png,0,0,0.9999998807907104
dataset/original/train/defect/10108.png,0,0,1.0
dataset/original/train/defect/10109.png,0,0,0.999488353729248
dataset/original/train/defect/10110.png,0,0,0.999998927116394
dataset/original/train/defect/10111.png,0,0,0.9998998641967773
dataset/original/train/defect/10112.png,0,0,0.9999980926513672
dataset/original/train/defect/10113.png,0,0,1.0
dataset/original/train/defect/10114.png,0,0,0.9999995231628418
dataset/original/train/defect/10115.png,0,0,1.0
dataset/original/train/defect/10116.png,0,0,1.0
dataset/original/train/defect/10117.png,0,0,1.0
dataset/original/train/defect/10118.png,0,0,0.9991769194602966
dataset/original/train/defect/10119.png,0,0,1.0
dataset/original/train/defect/10120.png,0,0,1.0
dataset/original/train/defect/10121.png,0,0,0.9999349117279053
dataset/original/train/defect/10122.png,0,0,0.9999996423721313
dataset/original/train/defect/10123.png,0,0,1.0
dataset/original/train/defect/10124.png,0,0,0.9999972581863403
dataset/original/train/defect/10125.png,0,0,0.9999994039535522
dataset/original/train/defect/10126.png,0,0,0.9999940395355225
dataset/original/train/defect/10127.png,0,0,1.0
dataset/original/train/defect/10128.png,0,0,0.9999425411224365
dataset/original/train/defect/10129.png,0,0,0.9999979734420776
dataset/original/train/defect/10130.png,0,0,1.0
dataset/original/train/defect/10131.png,0,0,1.0
dataset/original/train/defect/10132.png,0,0,1.0
dataset/original/train/defect/10133.png,0,0,1.0
dataset/original/train/defect/10134.png,0,0,0.9993993043899536
